candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected,selection_probability,hiring_score,rank_in_role,role_applicant_count,percentile_in_role
1060,Sales Executive,High School,1.7,17.1,51.2,61.2,42.2,1,4,28.1,2,39.8,0.0,39.1,5.2,0.0,Open to Remote,29,Female,0,0.0886,8.9,929,981,5.4
1061,Strategy Consultant,Bachelor's,4.3,25.8,63.2,68.4,40.8,1,2,45.2,1,31.6,1.0,11.3,9.2,0.0,No,37,Male,0,0.0471,4.7,787,804,1.9
1062,Sales Executive,Bachelor's,2.9,53.9,57.7,56.6,53.5,1,3,49.4,3,21.8,1.0,36.2,7.9,2.4,Open to Remote,34,Male,0,0.1316,13.2,844,981,13.9
1063,Software Engineer,High School,8.0,100.0,68.1,44.2,85.4,0,4,69.6,2,0.0,0.0,100.0,5.7,4.9,Yes,26,Male,1,0.619,61.9,119,1221,90.3
1064,Sales Executive,Bachelor's,4.0,14.4,62.2,74.9,55.4,1,1,24.5,1,30.0,0.0,57.6,9.2,0.4,No,26,Female,0,0.4641,46.4,301,981,69.2
1065,Data Analyst,Bachelor's,1.8,53.3,51.4,73.9,45.4,1,1,38.7,3,65.4,0.0,65.2,3.9,6.6,No,38,Female,0,0.0762,7.6,912,994,8.0
1066,Strategy Consultant,Master's,3.8,51.3,45.5,86.9,47.6,1,2,16.6,0,27.2,0.0,65.0,5.3,0.0,Open to Remote,38,Male,0,0.0815,8.2,522,804,34.8
1067,Data Analyst,Bachelor's,0.0,88.2,54.3,49.0,49.5,1,2,56.9,2,2.4,0.0,74.3,6.1,4.7,Yes,21,Female,0,0.1148,11.5,788,994,20.8
1068,Sales Executive,High School,1.3,33.2,34.7,79.6,41.1,0,4,50.0,2,37.8,0.0,39.8,6.1,1.5,No,32,Female,0,0.0934,9.3,922,981,6.1
1069,Software Engineer,Bachelor's,5.4,78.9,44.0,33.6,53.5,0,4,86.9,1,41.2,0.0,58.1,6.1,8.4,Yes,28,Female,1,0.4421,44.2,277,1221,77.3
1070,Data Analyst,Bachelor's,0.6,61.2,91.5,60.8,56.6,1,3,71.4,4,67.2,1.0,62.4,10.0,4.0,Open to Remote,23,Male,1,0.465,46.5,216,994,78.3
1071,Strategy Consultant,Master's,7.0,89.1,38.0,84.3,67.0,0,0,0.0,1,34.7,1.0,52.6,4.6,4.3,No,31,Male,0,0.07,7.0,600,804,25.2
1072,Sales Executive,Bachelor's,0.0,47.2,62.0,74.0,77.8,1,3,38.9,0,20.5,1.0,78.0,7.2,0.0,Open to Remote,21,Female,1,0.457,45.7,317,981,67.8
1073,Data Analyst,PhD,0.0,70.3,81.6,79.7,96.4,1,7,100.0,4,30.6,0.0,23.6,5.0,6.7,No,26,Male,1,0.7377,73.8,21,994,98.0
1074,Strategy Consultant,High School,6.0,51.3,86.8,82.6,91.5,1,1,57.7,1,18.7,0.0,46.4,7.4,3.4,Open to Remote,24,Male,0,0.2104,21.0,292,804,63.7
1075,Strategy Consultant,PhD,0.0,43.8,76.2,73.6,42.4,1,1,48.0,1,42.4,0.0,73.1,8.2,0.0,Yes,26,Male,1,0.197,19.7,307,804,61.9
1076,Data Analyst,High School,3.7,79.2,87.8,56.3,93.8,1,3,52.7,0,0.0,0.0,79.7,6.0,8.3,Open to Remote,29,Female,1,0.622,62.2,90,994,91.0
1077,Data Analyst,High School,2.6,47.6,94.8,52.0,64.4,0,0,47.6,3,18.7,0.0,41.9,6.2,2.6,Open to Remote,23,Male,0,0.1276,12.8,729,994,26.7
1078,Data Analyst,Bachelor's,2.7,35.0,63.5,38.1,45.6,1,1,9.2,0,29.7,0.0,55.0,4.8,4.0,Open to Remote,38,Male,0,0.0513,5.1,992,994,0.3
1079,Sales Executive,High School,10.5,42.7,61.7,55.6,65.3,0,0,22.6,3,44.0,0.0,56.7,10.0,3.4,Yes,32,Female,1,0.5947,59.5,162,981,83.5
1080,Data Analyst,Bachelor's,5.3,77.2,87.1,74.9,87.8,1,4,73.4,1,51.7,0.0,100.0,4.6,4.0,Open to Remote,40,Male,1,0.756,75.6,6,994,99.5
1081,Software Engineer,Bachelor's,1.0,61.3,52.1,77.7,41.9,1,5,79.3,1,40.6,0.0,39.3,0.0,6.8,Yes,28,Male,0,0.1309,13.1,843,1221,30.9
1082,Strategy Consultant,Master's,2.0,52.8,68.3,53.8,50.5,0,3,57.7,1,11.3,1.0,57.4,5.3,3.0,No,26,Male,0,0.0524,5.2,736,804,7.8
1083,Strategy Consultant,Master's,1.5,31.7,62.6,71.0,50.3,1,7,78.6,1,53.3,0.0,39.6,10.0,1.3,Yes,40,Male,0,0.309,30.9,201,804,75.0
1084,Strategy Consultant,Bachelor's,3.9,65.9,78.9,46.4,47.0,0,0,42.7,3,42.5,0.0,87.0,4.1,0.0,Open to Remote,26,Other,0,0.0559,5.6,702,804,12.5
1085,Strategy Consultant,Master's,2.3,59.8,43.5,55.3,65.3,1,3,50.3,1,36.5,0.0,52.2,7.5,3.6,Yes,28,Male,0,0.1604,16.0,356,804,55.8
1086,Sales Executive,Bachelor's,2.6,45.3,76.5,78.9,83.7,1,0,57.7,1,15.4,0.0,38.9,5.4,1.7,Yes,33,Female,1,0.5247,52.5,246,981,75.0
1087,Sales Executive,Bachelor's,0.0,47.5,63.0,67.2,58.9,0,3,85.6,2,39.7,0.0,66.6,7.9,0.0,No,22,Male,0,0.266,26.6,591,981,39.7
1088,Sales Executive,Bachelor's,4.7,24.1,63.8,46.3,47.4,1,5,56.3,0,5.1,0.0,30.1,9.2,0.7,Open to Remote,33,Male,0,0.1703,17.0,761,981,22.4
1089,Data Analyst,Master's,9.0,44.8,32.6,85.8,55.4,0,0,12.3,2,0.0,1.0,54.9,4.6,5.7,Yes,33,Male,0,0.1032,10.3,832,994,16.3
1090,Data Analyst,Master's,2.6,63.2,52.4,59.3,59.8,1,1,40.7,0,51.9,0.0,69.2,8.1,4.1,Yes,37,Male,1,0.3739,37.4,315,994,68.3
1091,Software Engineer,High School,0.4,77.7,87.4,38.4,80.3,1,4,68.9,1,28.3,2.0,24.8,7.7,3.4,No,34,Male,0,0.2464,24.6,544,1221,55.4
1092,Sales Executive,Bachelor's,8.4,53.5,52.3,76.9,40.1,0,1,2.3,1,11.4,0.0,37.1,7.6,0.0,No,37,Male,0,0.1465,14.6,807,981,17.7
1093,Software Engineer,Master's,4.0,64.6,39.1,53.8,59.0,0,1,69.5,2,17.1,0.0,94.4,5.4,5.5,Yes,28,Female,1,0.342,34.2,398,1221,67.5
1094,Software Engineer,Master's,0.0,81.2,68.3,61.3,70.5,0,1,38.9,5,87.0,0.0,64.7,5.1,7.7,No,24,Male,0,0.3674,36.7,364,1221,70.2
1095,Sales Executive,Master's,1.2,66.3,65.2,69.9,58.7,0,4,49.0,2,39.3,1.0,33.8,5.4,3.5,Open to Remote,42,Female,0,0.2228,22.3,663,981,32.4
1096,Data Analyst,Master's,0.0,63.7,76.0,64.7,61.7,1,3,51.0,0,28.3,1.0,58.8,3.3,1.9,No,21,Male,0,0.0933,9.3,866,994,12.9
1097,Software Engineer,Master's,0.0,74.6,62.7,69.2,91.1,1,4,57.9,4,28.3,0.0,21.2,6.7,5.7,No,21,Male,0,0.333,33.3,410,1221,66.5
1098,Strategy Consultant,Master's,8.0,46.9,89.0,50.2,44.8,1,2,47.1,2,44.8,1.0,55.0,7.2,0.0,Yes,32,Female,0,0.1592,15.9,358,804,55.5
1099,Strategy Consultant,Bachelor's,5.3,48.1,61.5,59.6,54.1,0,1,54.6,0,20.1,1.0,59.9,6.1,0.9,Yes,39,Male,0,0.1214,12.1,425,804,47.0
1100,Software Engineer,Bachelor's,2.2,72.5,73.1,67.6,90.5,0,1,70.7,0,19.5,1.0,56.4,7.5,10.0,Yes,30,Male,1,0.576,57.6,154,1221,87.4
1101,Software Engineer,Master's,1.8,95.5,67.0,46.7,54.6,0,2,74.9,1,52.7,0.0,49.0,6.1,9.2,Open to Remote,35,Male,1,0.4415,44.2,277,1221,77.3
1102,Data Analyst,Bachelor's,0.0,78.7,66.0,58.8,62.5,1,1,32.6,0,0.0,0.0,95.4,8.2,4.3,Yes,21,Male,0,0.1636,16.4,624,994,37.2
1103,Sales Executive,High School,0.6,57.4,49.3,67.9,59.2,1,3,53.3,5,33.0,0.0,47.7,3.7,0.2,Open to Remote,26,Female,0,0.1587,15.9,778,981,20.7
1104,Strategy Consultant,Master's,0.0,43.2,66.8,63.9,62.5,0,5,64.8,2,42.7,0.0,12.9,10.0,0.1,No,21,Male,0,0.0659,6.6,626,804,21.9
1105,Software Engineer,High School,1.3,56.5,65.5,47.6,55.1,0,6,78.5,2,36.3,0.0,50.8,5.4,6.3,Open to Remote,34,Female,0,0.1449,14.5,788,1221,35.5
1106,Sales Executive,Bachelor's,0.0,50.8,50.6,56.1,41.9,1,0,44.0,3,29.7,0.0,76.1,5.6,1.0,Open to Remote,21,Male,0,0.11,11.0,889,981,9.4
1107,Software Engineer,Bachelor's,0.0,88.7,76.0,61.9,80.9,1,1,54.0,5,98.2,1.0,94.5,5.3,6.1,No,21,Male,0,0.4655,46.6,251,1221,79.5
1108,Data Analyst,Bachelor's,5.6,90.9,60.0,75.9,75.2,0,1,51.7,0,0.0,0.0,8.8,8.7,4.9,No,32,Male,0,0.5107,51.1,174,994,82.6
1109,Strategy Consultant,Master's,8.7,13.2,95.5,67.4,64.4,0,4,64.4,4,44.6,0.0,26.6,5.2,0.0,Yes,35,Male,0,0.3654,36.5,150,804,81.4
1110,Software Engineer,Master's,4.0,100.0,56.3,69.2,87.2,0,2,59.6,3,42.2,0.0,57.5,5.7,7.9,No,28,Female,1,0.7185,71.9,39,1221,96.9
1111,Software Engineer,High School,6.8,76.3,78.8,47.6,49.2,0,2,72.1,3,28.4,0.0,62.4,3.4,8.3,Yes,32,Female,0,0.4523,45.2,269,1221,78.0
1112,Data Analyst,Master's,10.5,78.6,82.4,51.7,82.7,0,4,82.2,2,16.2,0.0,32.4,6.3,10.0,Yes,32,Male,1,0.7808,78.1,3,994,99.8
1113,Sales Executive,Master's,1.8,18.9,57.5,81.2,49.2,1,4,75.8,1,16.4,0.0,55.8,9.5,2.0,No,28,Male,1,0.4128,41.3,369,981,62.4
1114,Strategy Consultant,Master's,0.0,46.4,73.2,76.4,74.8,0,2,49.8,3,68.3,0.0,70.2,7.1,0.6,Yes,22,Female,0,0.5869,58.7,49,804,94.0
1115,Strategy Consultant,Bachelor's,5.0,62.3,61.1,68.3,70.0,1,1,70.7,5,42.9,0.0,37.9,5.8,4.5,Yes,32,Male,0,0.1311,13.1,403,804,49.9
1116,Software Engineer,High School,1.4,52.4,57.2,65.1,80.5,1,5,60.3,2,37.3,0.0,52.2,4.7,10.0,No,33,Female,0,0.2575,25.8,520,1221,57.5
1117,Software Engineer,High School,3.1,26.7,68.3,35.7,42.4,1,3,52.2,0,28.3,1.0,63.0,5.7,5.4,No,34,Male,0,0.0596,6.0,1175,1221,3.5
1118,Sales Executive,Bachelor's,1.7,50.0,54.3,70.4,53.6,0,7,90.8,4,57.7,1.0,87.9,8.1,4.8,No,31,Male,0,0.361,36.1,439,981,55.3
1119,Software Engineer,Bachelor's,0.0,69.3,82.7,69.5,67.2,1,5,52.6,2,51.0,0.0,78.4,7.2,7.7,No,22,Male,1,0.6036,60.4,130,1221,89.4
1120,Strategy Consultant,PhD,4.5,71.6,65.2,84.4,61.7,0,4,58.4,1,18.6,0.0,47.5,4.4,0.0,Open to Remote,33,Male,0,0.0964,9.6,476,804,40.7
1121,Sales Executive,High School,6.7,42.6,49.1,87.5,70.0,1,1,26.8,0,29.2,0.0,59.7,6.0,0.0,No,29,Female,0,0.2988,29.9,536,981,45.3
1122,Software Engineer,Master's,2.0,68.7,40.0,70.3,47.4,0,5,69.6,2,26.8,1.0,52.5,8.4,5.6,Yes,26,Female,0,0.1969,19.7,643,1221,47.3
1123,Strategy Consultant,Master's,3.0,60.5,81.7,64.4,77.8,1,2,40.6,1,23.0,0.0,40.1,7.5,4.2,Yes,27,Female,0,0.3091,30.9,201,804,75.0
1124,Software Engineer,Bachelor's,0.7,85.5,73.3,29.4,59.5,1,0,47.6,3,45.1,1.0,71.3,5.8,7.4,Yes,25,Female,0,0.2135,21.3,608,1221,50.2
1125,Data Analyst,Bachelor's,10.5,54.4,82.7,56.1,42.3,0,0,34.9,0,21.4,0.0,63.3,7.1,5.2,Open to Remote,34,Male,0,0.1089,10.9,805,994,19.0
1126,Sales Executive,Master's,0.0,59.2,70.5,84.5,89.3,0,7,74.7,2,33.8,0.0,54.6,2.3,0.9,No,21,Male,0,0.4357,43.6,338,981,65.5
1127,Data Analyst,Master's,0.0,57.2,79.8,72.0,28.7,1,6,75.9,0,0.0,0.0,74.3,6.8,9.3,No,23,Male,0,0.1295,13.0,721,994,27.5
1128,Sales Executive,High School,9.0,45.2,67.5,67.1,58.6,0,4,45.3,2,4.3,0.0,45.6,10.0,0.5,Yes,27,Female,1,0.6493,64.9,103,981,89.6
1129,Sales Executive,Bachelor's,4.4,55.1,64.2,60.5,62.5,0,2,33.0,2,0.0,0.0,51.9,7.2,0.1,Yes,39,Male,1,0.5169,51.7,251,981,74.5
1130,Strategy Consultant,Bachelor's,3.7,62.7,83.5,57.0,39.3,0,3,35.3,4,15.0,1.0,59.6,7.1,3.6,Yes,35,Female,0,0.061,6.1,659,804,17.4
1131,Strategy Consultant,Bachelor's,0.0,54.8,44.4,61.8,59.4,0,3,22.3,1,31.2,1.0,60.1,5.8,1.4,No,21,Female,0,0.0479,4.8,778,804,2.9
1132,Data Analyst,Bachelor's,1.0,48.8,51.5,31.5,35.5,0,6,58.4,1,14.9,0.0,33.7,3.6,8.1,No,37,Female,0,0.0536,5.4,983,994,1.2
1133,Software Engineer,Bachelor's,2.0,41.9,46.1,47.1,42.0,0,2,54.3,3,23.4,0.0,88.2,4.5,6.1,Open to Remote,37,Male,0,0.0688,6.9,1123,1221,7.9
1134,Sales Executive,Bachelor's,0.0,42.2,74.1,75.7,79.6,1,1,35.1,4,28.3,0.0,64.0,8.8,1.4,Yes,22,Female,1,0.6415,64.1,114,981,88.4
1135,Strategy Consultant,Bachelor's,0.0,64.6,60.3,68.5,66.4,1,0,39.6,1,46.0,0.0,56.2,7.6,4.9,Open to Remote,21,Female,0,0.0559,5.6,702,804,12.5
1136,Data Analyst,Bachelor's,7.0,71.7,58.7,55.0,57.7,1,3,52.2,0,0.0,1.0,58.4,3.8,3.9,No,29,Female,1,0.1267,12.7,732,994,26.3
1137,Data Analyst,Master's,3.4,68.6,68.1,49.7,59.8,1,3,93.4,3,18.6,0.0,55.6,6.1,7.1,Open to Remote,36,Male,1,0.4099,41.0,269,994,73.0
1138,Data Analyst,Bachelor's,10.5,64.9,49.3,51.4,76.8,1,5,72.4,2,10.0,0.0,85.5,4.3,1.6,Open to Remote,39,Female,0,0.4289,42.9,248,994,75.2
1139,Software Engineer,Bachelor's,2.0,74.6,70.7,46.7,68.5,0,3,50.1,1,23.2,0.0,77.8,5.8,8.6,Yes,24,Male,0,0.1998,20.0,634,1221,48.1
1140,Sales Executive,Bachelor's,1.0,30.1,23.0,85.6,36.8,1,3,28.0,2,3.2,0.0,60.2,6.6,0.0,No,40,Female,0,0.1183,11.8,870,981,11.3
1141,Data Analyst,PhD,0.0,76.7,50.3,60.0,57.1,1,2,85.8,5,36.4,0.0,100.0,5.4,6.9,Open to Remote,21,Female,0,0.458,45.8,226,994,77.3
1142,Sales Executive,High School,4.3,57.7,58.0,100.0,58.3,0,1,18.1,2,37.4,0.0,66.3,4.9,0.0,Yes,27,Male,0,0.4598,46.0,312,981,68.2
1143,Strategy Consultant,Bachelor's,0.9,44.7,53.4,65.0,49.0,1,2,31.1,1,19.3,0.0,33.2,9.7,3.2,No,26,Female,0,0.0498,5.0,761,804,5.0
1144,Strategy Consultant,Master's,1.9,56.6,91.5,76.6,93.4,1,6,58.7,0,0.0,0.0,69.0,7.1,0.8,No,36,Male,0,0.2701,27.0,227,804,71.8
1145,Data Analyst,Bachelor's,7.4,39.3,68.7,55.3,51.7,1,2,43.2,5,52.0,0.0,60.5,4.5,5.9,No,37,Female,0,0.1046,10.5,817,994,17.7
1146,Data Analyst,High School,6.2,67.7,85.0,55.0,52.4,0,1,52.7,1,24.6,1.0,84.7,3.9,5.2,No,35,Female,0,0.1446,14.5,678,994,31.8
1147,Sales Executive,High School,10.5,43.0,60.4,98.4,72.8,1,2,46.1,2,33.3,0.0,65.7,6.2,0.7,Yes,21,Female,0,0.7335,73.4,34,981,96.6
1148,Strategy Consultant,Master's,4.7,68.9,71.8,85.0,70.7,0,2,46.1,2,0.8,1.0,60.0,8.8,0.0,No,34,Female,1,0.2818,28.2,223,804,72.3
1149,Data Analyst,Bachelor's,0.6,62.0,53.1,33.7,56.2,0,4,37.5,2,48.6,0.0,74.8,8.5,2.8,No,32,Male,0,0.0893,8.9,874,994,12.0
1150,Strategy Consultant,Bachelor's,0.0,63.0,85.9,54.7,64.1,1,3,90.3,1,12.1,1.0,22.1,5.2,2.5,Yes,21,Male,0,0.0759,7.6,560,804,30.1
1151,Software Engineer,Bachelor's,0.0,64.1,71.6,53.0,79.8,1,2,56.0,1,0.0,0.0,65.6,4.6,4.5,Open to Remote,21,Female,0,0.1136,11.4,930,1221,23.7
1152,Strategy Consultant,PhD,3.1,15.7,100.0,62.2,46.3,0,2,46.9,3,37.4,0.0,55.3,3.2,0.6,Yes,35,Male,0,0.1817,18.2,327,804,59.5
1153,Software Engineer,Master's,3.9,66.6,77.4,32.4,43.9,1,3,45.8,2,42.3,0.0,30.0,2.3,4.7,No,28,Male,1,0.0751,7.5,1092,1221,10.6
1154,Software Engineer,Master's,0.0,73.0,59.0,56.7,74.3,1,2,48.6,2,40.9,0.0,60.7,5.8,6.2,No,21,Male,0,0.2071,20.7,620,1221,49.2
1155,Data Analyst,Bachelor's,1.9,67.3,72.3,31.8,32.3,1,4,85.3,1,47.7,0.0,43.6,4.9,0.8,No,28,Male,0,0.0823,8.2,895,994,10.0
1156,Software Engineer,Master's,7.0,72.5,71.3,56.9,64.6,1,1,8.1,3,23.3,0.0,49.4,4.8,9.5,No,31,Other,1,0.2587,25.9,518,1221,57.6
1157,Software Engineer,Master's,2.9,62.4,82.4,65.9,79.2,0,2,64.5,1,0.0,1.0,74.1,4.5,8.5,Yes,29,Male,0,0.5229,52.3,197,1221,83.9
1158,Software Engineer,Bachelor's,0.0,65.1,84.8,68.1,45.7,1,2,47.1,3,29.4,0.0,35.6,6.1,6.8,No,21,Male,0,0.1036,10.4,964,1221,21.0
1159,Data Analyst,Bachelor's,4.2,48.1,65.6,57.8,57.5,1,2,53.9,1,0.0,0.0,47.5,5.8,5.4,Open to Remote,40,Female,0,0.1573,15.7,644,994,35.2
1160,Sales Executive,Bachelor's,8.9,15.1,36.8,97.7,32.6,0,1,60.5,2,12.3,0.0,25.2,9.1,3.5,No,35,Female,0,0.1774,17.7,749,981,23.6
1161,Software Engineer,Master's,3.0,68.4,37.2,60.0,34.0,0,5,61.9,1,15.3,2.0,61.6,10.0,5.8,No,27,Male,0,0.0698,7.0,1118,1221,8.4
1162,Sales Executive,High School,1.4,33.8,37.9,87.7,41.1,1,1,0.0,3,26.1,0.0,55.1,4.9,3.8,No,27,Female,0,0.0959,9.6,912,981,7.0
1163,Strategy Consultant,Bachelor's,9.0,66.2,63.1,59.0,60.5,0,4,44.2,1,32.2,0.0,30.8,4.0,0.0,Yes,31,Male,0,0.0858,8.6,506,804,36.9
1164,Software Engineer,Bachelor's,0.0,37.3,87.6,77.8,58.1,1,3,49.4,1,21.6,1.0,42.5,8.7,6.9,No,22,Female,0,0.2326,23.3,566,1221,53.7
1165,Software Engineer,High School,1.4,74.4,87.8,55.0,84.9,1,7,100.0,0,24.0,2.0,54.8,5.4,3.9,Open to Remote,31,Male,0,0.433,43.3,290,1221,76.3
1166,Strategy Consultant,Master's,0.0,81.8,86.4,93.7,88.3,1,2,49.6,1,27.6,0.0,62.8,8.1,4.0,Yes,21,Male,0,0.6092,60.9,41,804,95.0
1167,Strategy Consultant,PhD,1.0,47.3,90.5,90.4,69.5,0,3,80.1,1,0.0,1.0,70.8,4.3,0.3,Yes,29,Male,1,0.4468,44.7,109,804,86.5
1168,Data Analyst,Bachelor's,0.0,65.0,57.4,63.9,46.6,1,3,15.7,2,41.0,1.0,37.1,3.4,5.7,No,22,Female,0,0.0558,5.6,976,994,1.7
1169,Strategy Consultant,Master's,0.0,56.4,49.3,76.1,63.9,1,1,33.9,2,18.2,1.0,45.9,6.1,0.0,Yes,22,Male,0,0.2946,29.5,216,804,73.3
1170,Software Engineer,Master's,3.1,77.6,49.9,52.3,85.1,1,4,86.0,1,26.3,0.0,85.6,3.0,6.5,Yes,39,Male,1,0.6721,67.2,75,1221,93.9
1171,Data Analyst,Bachelor's,2.4,58.9,37.5,47.7,40.1,1,4,78.7,4,52.2,0.0,70.4,8.4,2.7,No,29,Female,0,0.1088,10.9,805,994,19.0
1172,Sales Executive,Bachelor's,6.0,29.9,38.3,83.9,44.3,1,3,11.8,2,13.1,0.0,28.2,8.7,0.0,No,30,Male,0,0.1456,14.6,807,981,17.7
1173,Software Engineer,High School,0.5,79.8,57.4,63.2,54.5,1,2,40.8,3,22.2,0.0,57.7,4.1,3.4,Open to Remote,21,Female,0,0.0797,8.0,1068,1221,12.4
1174,Sales Executive,Bachelor's,3.0,16.4,57.5,50.7,54.9,0,1,28.4,1,22.7,2.0,52.4,10.0,0.4,Open to Remote,25,Male,0,0.1007,10.1,903,981,8.0
1175,Data Analyst,Master's,5.3,77.5,70.0,58.8,79.8,0,3,49.3,1,12.4,1.0,77.1,6.6,3.4,Yes,32,Male,1,0.6465,64.6,73,994,92.7
1176,Sales Executive,Bachelor's,8.0,39.1,44.7,88.0,52.5,1,2,64.8,1,56.4,0.0,56.2,6.6,5.8,No,30,Male,0,0.4109,41.1,372,981,62.0
1177,Data Analyst,Bachelor's,10.5,65.0,76.5,82.0,67.2,1,3,57.7,3,36.2,0.0,64.4,5.7,2.5,Open to Remote,21,Male,0,0.5743,57.4,122,994,87.7
1178,Data Analyst,Bachelor's,0.7,57.1,57.9,70.9,50.8,1,5,41.1,4,19.8,1.0,62.9,1.6,3.4,Open to Remote,30,Male,0,0.0788,7.9,903,994,9.1
1179,Software Engineer,Master's,4.1,91.5,65.2,32.2,59.4,0,4,79.7,5,91.7,2.0,63.8,2.8,8.6,No,31,Male,1,0.6591,65.9,89,1221,92.8
1180,Software Engineer,Master's,0.6,73.7,48.4,39.2,66.3,1,4,75.4,0,22.0,1.0,26.8,7.1,4.7,No,37,Female,0,0.1245,12.4,885,1221,27.4
1181,Sales Executive,High School,4.9,40.2,71.3,69.8,60.4,1,6,47.4,4,42.3,0.0,40.0,7.4,0.6,No,25,Male,0,0.3156,31.6,507,981,48.3
1182,Software Engineer,PhD,0.0,64.8,65.3,76.0,84.3,1,4,47.4,2,59.4,1.0,80.9,8.4,8.5,Yes,21,Male,1,0.7356,73.6,32,1221,97.5
1183,Software Engineer,Bachelor's,1.0,67.8,75.2,45.9,53.7,1,10,87.5,4,49.2,0.0,74.2,6.3,8.3,No,23,Female,0,0.3241,32.4,419,1221,65.6
1184,Software Engineer,Bachelor's,0.0,100.0,46.8,70.9,46.1,1,3,92.6,1,20.4,0.0,64.7,3.1,7.0,No,22,Male,1,0.2169,21.7,598,1221,51.1
1185,Software Engineer,Master's,6.4,50.2,67.6,45.7,85.1,0,3,51.5,4,11.0,0.0,47.7,6.1,6.6,Open to Remote,33,Female,0,0.3741,37.4,351,1221,71.2
1186,Strategy Consultant,Master's,0.0,66.2,80.6,78.0,77.2,1,3,18.1,3,0.0,1.0,41.7,4.9,3.0,No,21,Female,0,0.0653,6.5,633,804,21.1
1187,Data Analyst,Bachelor's,4.0,73.5,37.3,45.9,62.3,1,2,32.4,1,46.4,0.0,41.1,4.3,7.5,No,26,Male,0,0.0764,7.6,912,994,8.0
1188,Strategy Consultant,Master's,10.5,73.1,89.5,67.1,66.5,0,2,66.8,2,35.0,1.0,77.2,6.8,1.0,Yes,38,Female,0,0.6871,68.7,19,804,97.8
1189,Software Engineer,Bachelor's,2.5,79.4,46.3,38.0,38.6,1,4,60.5,2,25.0,0.0,53.5,7.9,8.0,No,29,Female,1,0.1322,13.2,839,1221,31.2
1190,Sales Executive,High School,5.2,45.1,58.2,96.6,68.9,1,1,17.4,2,26.2,1.0,57.2,8.3,0.0,Open to Remote,34,Female,1,0.6533,65.3,101,981,89.8
1191,Data Analyst,Master's,0.0,80.3,94.8,49.6,50.0,1,1,43.3,1,28.1,0.0,100.0,8.0,7.3,Open to Remote,21,Female,0,0.2573,25.7,457,994,54.0
1192,Data Analyst,Bachelor's,0.0,68.4,82.3,36.8,58.3,0,4,82.2,3,48.7,1.0,59.1,6.3,6.5,Open to Remote,21,Male,1,0.3844,38.4,299,994,69.9
1193,Strategy Consultant,Bachelor's,5.5,61.3,49.7,45.6,64.6,0,2,89.6,2,28.3,0.0,40.3,6.1,0.1,No,38,Female,0,0.0656,6.6,626,804,21.9
1194,Strategy Consultant,High School,3.0,71.4,69.3,68.7,75.2,1,4,64.4,1,25.9,1.0,75.4,3.7,0.0,No,30,Male,0,0.0768,7.7,553,804,31.0
1195,Strategy Consultant,Master's,6.0,51.4,90.5,63.1,70.3,1,5,74.2,2,39.5,0.0,74.4,7.8,4.8,Open to Remote,30,Male,0,0.2352,23.5,266,804,67.0
1196,Software Engineer,Bachelor's,0.0,63.6,52.7,64.7,81.6,0,4,61.3,7,54.0,0.0,17.0,5.3,5.7,No,22,Other,0,0.1626,16.3,733,1221,40.0
1197,Software Engineer,Master's,6.0,60.3,59.6,51.5,61.5,0,4,66.0,0,0.0,1.0,80.0,7.1,6.4,Yes,30,Male,0,0.5262,52.6,192,1221,84.4
1198,Sales Executive,Master's,0.0,51.8,49.2,92.5,42.4,1,5,48.9,4,27.6,1.0,34.9,5.8,0.0,Open to Remote,22,Female,0,0.242,24.2,633,981,35.4
1199,Software Engineer,PhD,8.0,56.8,73.6,49.2,57.4,0,8,100.0,0,0.0,0.0,86.5,8.8,9.1,Yes,36,Female,0,0.576,57.6,154,1221,87.4
1200,Sales Executive,Bachelor's,9.8,39.8,31.9,90.4,78.2,1,1,29.7,5,73.7,1.0,75.5,10.0,0.0,No,45,Female,1,0.6366,63.7,123,981,87.6
1201,Sales Executive,High School,3.6,30.5,64.4,60.7,47.5,0,5,39.4,2,9.8,2.0,50.2,5.3,0.9,No,32,Female,0,0.1311,13.1,848,981,13.6
1202,Sales Executive,High School,7.0,52.6,45.7,52.5,72.9,0,2,33.9,2,9.1,0.0,36.2,7.7,0.7,Yes,25,Female,0,0.2108,21.1,689,981,29.9
1203,Strategy Consultant,Bachelor's,0.0,38.7,71.8,57.6,67.5,0,1,49.6,1,9.0,0.0,71.7,3.4,6.0,Yes,21,Other,0,0.0733,7.3,578,804,27.9
1204,Sales Executive,High School,3.0,25.7,51.6,58.1,39.9,1,7,57.1,1,38.7,1.0,54.8,5.4,4.8,Yes,21,Female,0,0.1608,16.1,774,981,21.2
1205,Software Engineer,Master's,4.0,53.3,74.0,36.4,40.6,0,2,75.3,2,46.6,0.0,37.8,3.8,7.6,No,38,Female,0,0.09,9.0,1022,1221,16.2
1206,Software Engineer,Bachelor's,1.0,61.4,64.7,61.2,66.4,1,0,49.9,5,33.9,0.0,65.8,4.3,5.4,No,23,Female,0,0.083,8.3,1056,1221,13.5
